ko_id,gene_name,subcategory,evidence_tier,lambda_original,genus,n_genomes_with_ko,genus_genome_total,presence_fraction,y_transformed
K00240,,,,,2-12-full-66-21,1,2,0.5,0.7853981633974484
K02013,,,,,leptolinea,4,4,0.9999,1.5607961601207307
K02015,,,,,parasynechococcus,5,33,0.15151515151515152,0.39981666395021725
K03750,,,,,marivita,8,12,0.6666666666666666,0.9553166181245093
K09817,,,,,dtu073,1,2,0.5,0.7853981633974484
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,rhodopirellula,4,11,0.36363636363636365,0.6472848480156526
K02009,cbiN,Transport/Homeostasis,Tier 2,0.5686107849885613,butyricicoccus,8,11,0.7272727272727273,1.0213290820372694
K02015,,,,,jackfe01,1,2,0.5,0.7853981633974484
K02068,,,,,thalassobacillus,1,2,0.5,0.7853981633974484
K09817,,,,,buchananella,2,2,0.9999,1.5607961601207307
K02075,,,,,uba11358,7,49,0.14285714285714285,0.3875966866551806
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,s012-128,1,2,0.5,0.7853981633974484
K02016,,,,,nesterenkonia,13,14,0.9285714285714286,1.3002465638163236
K02484,,,,,mixta,6,12,0.5,0.7853981633974484
K02015,,,,,pullibacteroides,5,5,0.9999,1.5607961601207307
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,phycisphaera,2,2,0.9999,1.5607961601207307
K03750,,,,,citrobacter,17,107,0.1588785046728972,0.4099851030611781
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,skermanella,1,2,0.5,0.7853981633974484
K09817,,,,,cag-1000,1,18,0.05555555555555555,0.23794112483020827
K02010,,,,,bin5,9,13,0.6923076923076923,0.9827937232473292
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,jaeytb01,1,2,0.5,0.7853981633974484
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,jafaem01,2,4,0.5,0.7853981633974484
K01534,,,,,halanaerobium,14,14,0.9999,1.5607961601207307
K02074,,,,,kitasatospora,3,30,0.1,0.3217505543966422
K02010,,,,,cag-170,6,48,0.125,0.36136712390670783
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,paracnuella,1,2,0.5,0.7853981633974484
K09816,,,,,jacpfe01,1,6,0.16666666666666666,0.4205343352839651
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,duos01,1,2,0.5,0.7853981633974484
K11604,sitA,Transport/Homeostasis,Tier 1,0.3168208363272951,ahrensia,1,2,0.5,0.7853981633974484
K02008,,,,,cg2-30-46-19,1,1,0.9999,1.5607961601207307
K11607,,,,,f1-60-mags104,5,19,0.2631578947368421,0.5386634660807871
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,acidocella,6,20,0.3,0.5796397403637042
K02008,,,,,roseinatronobacter,9,31,0.2903225806451613,0.5690308962639639
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,jabwaz01,2,2,0.9999,1.5607961601207307
K01534,,,,,quinella,9,10,0.9,1.2490457723982544
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,jaczqz01,2,4,0.5,0.7853981633974484
K03750,,,,,z2-yc6860,2,2,0.9999,1.5607961601207307
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,marinicauda,3,3,0.9999,1.5607961601207307
K15725,,,,,epilithonimonas,8,19,0.42105263157894735,0.7061190230785984
K02016,,,,,choladocola,25,29,0.8620689655172413,1.1902899496825317
K09815,,,,,jabjes01,1,3,0.3333333333333333,0.6154797086703873
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,porphyromonas,5,33,0.15151515151515152,0.39981666395021725
K02016,,,,,cg03,3,4,0.75,1.0471975511965976
K02008,,,,,jaabrd01,1,2,0.5,0.7853981633974484
K09820,,,,,b1sed10-75,1,1,0.9999,1.5607961601207307
K02484,,,,,surf-10,7,10,0.7,0.9911565864311923
K00240,,,,,jamcpl01,4,6,0.6666666666666666,0.9553166181245093
K02010,,,,,jadfpb01,2,4,0.5,0.7853981633974484
K02483,,,,,granulibacter,5,5,0.9999,1.5607961601207307
K02013,,,,,f1-60-mags104,5,19,0.2631578947368421,0.5386634660807871
K09816,,,,,jakccv01,1,2,0.5,0.7853981633974484
K01534,,,,,uba10677,9,9,0.9999,1.5607961601207307
K09815,,,,,hgm13618,1,2,0.5,0.7853981633974484
K03673,dsbA,Unknown,Tier 2,0.6413594922712997,comamonas_c,3,7,0.42857142857142855,0.7137243789447656
K09815,,,,,jagoex01,1,2,0.5,0.7853981633974484
K02010,,,,,paenibacillus_s,4,4,0.9999,1.5607961601207307
K09882,,,,,caixli01,1,3,0.3333333333333333,0.6154797086703873
K02013,,,,,afifella,5,6,0.8333333333333334,1.1502619915109316
K19971,,,,,gca-2719675,1,2,0.5,0.7853981633974484
K11606,sitD,Transport/Homeostasis,Tier 1,0.3064857252891996,bifidobacterium,2,213,0.009389671361502348,0.09705260466250619
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,jaabpw01,1,4,0.25,0.5235987755982989
K02010,,,,,olsenella,1,1,0.9999,1.5607961601207307
K03981,,,,,gulbenkiania,1,2,0.5,0.7853981633974484
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,salifodinibacter,1,2,0.5,0.7853981633974484
K03750,,,,,sinomicrobium,2,2,0.9999,1.5607961601207307
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,scgc-ag-212-j23,4,7,0.5714285714285714,0.8570719478501309
K09816,,,,,cailnn01,2,4,0.5,0.7853981633974484
K02015,,,,,tepidimonas,5,10,0.5,0.7853981633974484
K09819,,,,,collimonas,2,7,0.2857142857142857,0.5639426413606289
K10834,,,,,rhodoplanes,2,5,0.4,0.684719203002283
K16784,,,,,cadawz01,2,3,0.6666666666666666,0.9553166181245093
K09819,,,,,rug658,1,4,0.25,0.5235987755982989
K00240,,,,,o-77,2,5,0.4,0.684719203002283
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,jabgpl01,1,3,0.3333333333333333,0.6154797086703873
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,jackpl01,1,2,0.5,0.7853981633974484
K02484,,,,,coprocola,6,8,0.75,1.0471975511965976
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,szua-152,6,6,0.9999,1.5607961601207307
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,drki01,2,2,0.9999,1.5607961601207307
K02016,,,,,plowo2-12-39-15,1,5,0.2,0.4636476090008061
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,qnyz01,2,2,0.9999,1.5607961601207307
K02016,,,,,xylophilus,2,4,0.5,0.7853981633974484
K02016,,,,,sharpea,4,9,0.4444444444444444,0.7297276562269663
K09882,,,,,marinicaulis,2,4,0.5,0.7853981633974484
K11710,,,,,thermaerobacter,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,uba5232,3,3,0.9999,1.5607961601207307
K00240,,,,,wybl01,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,jafdei01,2,3,0.6666666666666666,0.9553166181245093
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,limnospira,2,7,0.2857142857142857,0.5639426413606289
K05895,,,,,janibacter,6,14,0.42857142857142855,0.7137243789447656
K19591,,,,,chromohalobacter,3,16,0.1875,0.44783239692893245
K19591,,,,,frederiksenia,1,2,0.5,0.7853981633974484
K02013,,,,,cadedh01,1,2,0.5,0.7853981633974484
K02013,,,,,winkia,6,6,0.9999,1.5607961601207307
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,simonsiella,1,2,0.5,0.7853981633974484
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,jakazv01,1,2,0.5,0.7853981633974484
K02010,,,,,qs-5-72-10,1,2,0.5,0.7853981633974484
K09817,,,,,cag-272,3,5,0.6,0.8860771237926137
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,sfj001,3,4,0.75,1.0471975511965976
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,sandarakinorhabdus,3,8,0.375,0.659058035826409
K01534,,,,,sulfurospirillum,7,22,0.3181818181818182,0.5993138964172854
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,halomonas_f,1,3,0.3333333333333333,0.6154797086703873
K16264,,,,,gluconobacter_b,1,4,0.25,0.5235987755982989
K03750,,,,,uba2357,1,3,0.3333333333333333,0.6154797086703873
K10830,,,,,bordetella,1,38,0.02631578947368421,0.16294147861051939
K02016,,,,,bowdeniella,3,6,0.5,0.7853981633974484
K02015,,,,,jadgnz01,1,2,0.5,0.7853981633974484
K03638,,,,,tabrizicola,7,11,0.6363636363636364,0.923511478779244
K02484,,,,,calxoj01,2,2,0.9999,1.5607961601207307
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,rug11142,1,3,0.3333333333333333,0.6154797086703873
K03750,,,,,paenarthrobacter,34,36,0.9444444444444444,1.3328552019646882
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,roseicitreum,1,2,0.5,0.7853981633974484
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,r2a130,2,5,0.4,0.684719203002283
K09817,,,,,oleiphilus,2,2,0.9999,1.5607961601207307
K09817,,,,,cadegr01,1,4,0.25,0.5235987755982989
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,skermanella,1,2,0.5,0.7853981633974484
K19591,,,,,ewingella,1,8,0.125,0.36136712390670783
K09815,,,,,hel1-33-131,5,5,0.9999,1.5607961601207307
K02016,,,,,tautonia,1,3,0.3333333333333333,0.6154797086703873
K09815,,,,,globicatella,6,10,0.6,0.8860771237926137
K09818,,,,,peptoclostridium,1,2,0.5,0.7853981633974484
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,enterovibrio,1,14,0.07142857142857142,0.2705497629785729
K02013,,,,,campylobacter_e,8,9,0.8888888888888888,1.2309594173407747
K02008,,,,,scalindua,4,10,0.4,0.684719203002283
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,hormoscilla,1,3,0.3333333333333333,0.6154797086703873
K02015,,,,,jaaysy01,1,2,0.5,0.7853981633974484
K03795,,,,,thauera,13,25,0.52,0.8054035005744429
K03795,,,,,jadjef01,2,7,0.2857142857142857,0.5639426413606289
K09815,,,,,pseudomaricurvus,2,4,0.5,0.7853981633974484
K02483,,,,,hgm12669,1,1,0.9999,1.5607961601207307
K05895,,,,,veillonella_a,6,22,0.2727272727272727,0.5494672447576274
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,sar86a,1,21,0.047619047619047616,0.21998797739545942
K02015,,,,,jakafs01,1,5,0.2,0.4636476090008061
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,kroppenstedtia,1,3,0.3333333333333333,0.6154797086703873
K09816,,,,,nitrospira_d,5,10,0.5,0.7853981633974484
K09817,,,,,caikpm01,1,2,0.5,0.7853981633974484
K02006,,,,,cag-603,3,9,0.3333333333333333,0.6154797086703873
K02483,,,,,vallitalea,1,3,0.3333333333333333,0.6154797086703873
K02013,,,,,caiuvd01,1,3,0.3333333333333333,0.6154797086703873
K09816,,,,,yn15,2,2,0.9999,1.5607961601207307
K03795,,,,,skri01,1,1,0.9999,1.5607961601207307
K03795,,,,,celeribacter,3,16,0.1875,0.44783239692893245
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,caispn01,4,7,0.5714285714285714,0.8570719478501309
K09816,,,,,salinivibrio,6,26,0.23076923076923078,0.5010930132653572
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,ga0077560,3,3,0.9999,1.5607961601207307
K05895,,,,,rug13409,1,4,0.25,0.5235987755982989
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,pseudonocardia,5,45,0.1111111111111111,0.3398369094541219
K02483,,,,,bacillus_bf,2,2,0.9999,1.5607961601207307
K02015,,,,,fen-1231,6,11,0.5454545454545454,0.8309155524161559
K09816,,,,,treponema,7,18,0.3888888888888889,0.6733516172467628
K02074,,,,,roseiarcus,2,5,0.4,0.684719203002283
K01534,,,,,scatocola,2,2,0.9999,1.5607961601207307
K01534,,,,,hgm12713,3,3,0.9999,1.5607961601207307
K09815,,,,,muribaculum,15,22,0.6818181818181818,0.9714824303776114
K13638,zntR,Sensing/Regulation,Tier 2,0.9113917988122212,uba981,1,2,0.5,0.7853981633974484
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,electrothrix,4,6,0.6666666666666666,0.9553166181245093
K09882,,,,,uba2168,3,4,0.75,1.0471975511965976
K02484,,,,,w0p33-017,4,5,0.8,1.1071487177940904
K16264,,,,,pararcticibacter,2,3,0.6666666666666666,0.9553166181245093
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,wenzhouxiangella,1,22,0.045454545454545456,0.21484983307571226
K09882,,,,,rubrivivax,4,47,0.0851063829787234,0.2960349984898413
K09818,,,,,arsenophonus,3,6,0.5,0.7853981633974484
K11710,,,,,turicibacter,1,11,0.09090909090909091,0.30627736916966947
K09816,,,,,hgm13618,1,2,0.5,0.7853981633974484
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,planktophila,12,71,0.16901408450704225,0.42367492547187297
K02074,,,,,acaryochloris,4,5,0.8,1.1071487177940904
K02013,,,,,2-02-full-62-14,4,5,0.8,1.1071487177940904
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,antarctobacter,3,3,0.9999,1.5607961601207307
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,haliea,6,15,0.4,0.684719203002283
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,brevibacillus_b,3,34,0.08823529411764706,0.30159570280483483
K01534,,,,,anaerophaga,1,1,0.9999,1.5607961601207307
K02008,,,,,microbacterium,9,291,0.030927835051546393,0.17678247907979278
K03673,dsbA,Unknown,Tier 2,0.6413594922712997,anaerobiospirillum,7,9,0.7777777777777778,1.0799136485055854
K01534,,,,,spyradenecus,3,3,0.9999,1.5607961601207307
K15727,,,,,uba6777,1,4,0.25,0.5235987755982989
K15725,,,,,jadjpf01,3,3,0.9999,1.5607961601207307
K02013,,,,,caiuqr01,2,3,0.6666666666666666,0.9553166181245093
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,lentzea,7,16,0.4375,0.7227342478134157
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,enterovibrio,5,14,0.35714285714285715,0.6405223126794245
K01534,,,,,jahiqc01,1,2,0.5,0.7853981633974484
K02015,,,,,jabjgh01,1,3,0.3333333333333333,0.6154797086703873
K02016,,,,,jacnjr01,1,1,0.9999,1.5607961601207307
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,uba987,1,3,0.3333333333333333,0.6154797086703873
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,uba9786,2,5,0.4,0.684719203002283
K16264,,,,,cf-113,1,2,0.5,0.7853981633974484
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,blastochloris,1,3,0.3333333333333333,0.6154797086703873
K07798,,,,,tabrizicola,1,11,0.09090909090909091,0.30627736916966947
K07798,,,,,jagpdf01,1,2,0.5,0.7853981633974484
K02077,,,,,pontibacter,1,10,0.1,0.3217505543966422
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,uba1163,3,5,0.6,0.8860771237926137
K02077,,,,,uba2991,8,10,0.8,1.1071487177940904
K03673,dsbA,Unknown,Tier 2,0.6413594922712997,azospira,3,9,0.3333333333333333,0.6154797086703873
K11607,,,,,otariodibacter,1,2,0.5,0.7853981633974484
K19976,mntB,Transport/Homeostasis,Tier 2,0.3065316853443602,jaeyla01,1,4,0.25,0.5235987755982989
K01534,,,,,pxai01,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,nocardiopsis_a,1,2,0.5,0.7853981633974484
K03795,,,,,anoxybacillus,9,26,0.34615384615384615,0.629014802426676
K09882,,,,,microvirga,6,12,0.5,0.7853981633974484
K02068,,,,,aerococcus,17,23,0.7391304347826086,1.0347348369283933
K09815,,,,,caiuwa01,1,4,0.25,0.5235987755982989
K16264,,,,,lc5-1,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,1xd8-76,2,5,0.4,0.684719203002283
K08970,,,,,vmsu01,1,2,0.5,0.7853981633974484
K09816,,,,,sedimenticola,2,3,0.6666666666666666,0.9553166181245093
K03750,,,,,zunongwangia,3,11,0.2727272727272727,0.5494672447576274
K19591,,,,,gp1-aa145,2,3,0.6666666666666666,0.9553166181245093
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,treponema_f,7,20,0.35,0.6330518363897496
K02075,,,,,jacqva1,1,2,0.5,0.7853981633974484
K02484,,,,,oenococcus,3,16,0.1875,0.44783239692893245
K07798,,,,,jadiym01,1,3,0.3333333333333333,0.6154797086703873
K09817,,,,,tenacibaculum,1,23,0.043478260869565216,0.21005573907123887
K09820,,,,,bin34,3,4,0.75,1.0471975511965976
K03750,,,,,corticimicrobacter,1,2,0.5,0.7853981633974484
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,clostridium_j,10,33,0.30303030303030304,0.5829413386534084
K03795,,,,,aminidesulfovibrio,1,5,0.2,0.4636476090008061
K02008,,,,,falkowella,1,2,0.5,0.7853981633974484
K09816,,,,,surf-27,2,5,0.4,0.684719203002283
K02068,,,,,scqm01,1,6,0.16666666666666666,0.4205343352839651
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,leclercia,14,38,0.3684210526315789,0.6522511548383568
K02074,,,,,fen-1467,1,10,0.1,0.3217505543966422
K02483,,,,,ha3dbin3,4,4,0.9999,1.5607961601207307
K02483,,,,,sulfurospirillum_a,9,9,0.9999,1.5607961601207307
K02013,,,,,rug14186,5,5,0.9999,1.5607961601207307
K02013,,,,,opu3-gd-omz,3,9,0.3333333333333333,0.6154797086703873
K15725,,,,,geobacter,8,11,0.7272727272727273,1.0213290820372694
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,actinopolyspora,6,7,0.8571428571428571,1.1831996401397158
K02016,,,,,norp36,2,4,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,uba7326,2,7,0.2857142857142857,0.5639426413606289
K15725,,,,,uba721,5,16,0.3125,0.5931997761496288
K02484,,,,,bog-564,3,4,0.75,1.0471975511965976
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,gallalistipes,1,1,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,sssz01,2,5,0.4,0.684719203002283
K02015,,,,,arthrobacter_f,6,6,0.9999,1.5607961601207307
K16264,,,,,thermosipho,4,7,0.5714285714285714,0.8570719478501309
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,pinisolibacter,2,3,0.6666666666666666,0.9553166181245093
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,surf-60,2,4,0.5,0.7853981633974484
K09817,,,,,anaerobacillus_a,2,5,0.4,0.684719203002283
K03638,,,,,rifleibacterium,3,6,0.5,0.7853981633974484
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,pararhodobacter,7,13,0.5384615384615384,0.8238977337258601
K02015,,,,,dyfl01,1,2,0.5,0.7853981633974484
K11603,,,,,calothrix,2,6,0.3333333333333333,0.6154797086703873
K02075,,,,,sxtu01,6,10,0.6,0.8860771237926137
K01534,,,,,uba8199,2,3,0.6666666666666666,0.9553166181245093
K01534,,,,,rug11142,3,3,0.9999,1.5607961601207307
K19976,mntB,Transport/Homeostasis,Tier 2,0.3065316853443602,thermobifida,2,6,0.3333333333333333,0.6154797086703873
K08365,,,,,endozoicomonas,3,12,0.25,0.5235987755982989
K11607,,,,,tropheryma,1,3,0.3333333333333333,0.6154797086703873
K09817,,,,,pgxb01,1,2,0.5,0.7853981633974484
K02016,,,,,bacillus_p,10,12,0.8333333333333334,1.1502619915109316
K02010,,,,,uba11426,1,3,0.3333333333333333,0.6154797086703873
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,nonomuraea,20,25,0.8,1.1071487177940904
K02075,,,,,rhabdaerophilum,8,18,0.4444444444444444,0.7297276562269663
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,halomarinibacterium,2,2,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,20cm-2-55-15,1,4,0.25,0.5235987755982989
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,av133,1,1,0.9999,1.5607961601207307
K02483,,,,,choladousia,9,24,0.375,0.659058035826409
K02016,,,,,rgig5612,2,5,0.4,0.684719203002283
K09817,,,,,umgs1474,2,2,0.9999,1.5607961601207307
K02074,,,,,jeotgalicoccus,9,14,0.6428571428571429,0.9302740141154721
K02077,,,,,uba3064,5,26,0.19230769230769232,0.45396125157238043
K03673,dsbA,Unknown,Tier 2,0.6413594922712997,sw10,4,12,0.3333333333333333,0.6154797086703873
K09817,,,,,coprococcus,9,16,0.5625,0.848062078981481
K02013,,,,,lancefieldella,11,11,0.9999,1.5607961601207307
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,niallia,6,33,0.18181818181818182,0.4405106630046985
K02006,,,,,caituv01,1,1,0.9999,1.5607961601207307
K09820,,,,,uba4951,2,15,0.13333333333333333,0.3737921748345104
K00380,,,,,bifidobacterium,6,213,0.028169014084507043,0.16863439440327635
K09882,,,,,tmed25,7,14,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,camchb01,1,1,0.9999,1.5607961601207307
K02483,,,,,tabrizicola_a,1,2,0.5,0.7853981633974484
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,ga0074139,2,2,0.9999,1.5607961601207307
K09816,,,,,rhodoblastus,1,7,0.14285714285714285,0.3875966866551806
K09819,,,,,caispn01,2,7,0.2857142857142857,0.5639426413606289
K00380,,,,,psychroserpens,3,8,0.375,0.659058035826409
K02006,,,,,mumia,2,6,0.3333333333333333,0.6154797086703873
K00240,,,,,schinkia,1,2,0.5,0.7853981633974484
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,jadjxa01,3,7,0.42857142857142855,0.7137243789447656
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,wgbf01,1,2,0.5,0.7853981633974484
K15727,,,,,duncaniella,2,31,0.06451612903225806,0.25681391742080717
K09816,,,,,desulfatibacillum,1,2,0.5,0.7853981633974484
K02016,,,,,qs-4-48-99,6,6,0.9999,1.5607961601207307
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,sellimonas,4,10,0.4,0.684719203002283
K09817,,,,,ructibacterium,2,5,0.4,0.684719203002283
K02015,,,,,qakw01,1,2,0.5,0.7853981633974484
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,cg2-30-36-39,1,2,0.5,0.7853981633974484
K11710,,,,,paenibacillus_s,2,4,0.5,0.7853981633974484
K02483,,,,,jamcwg01,1,2,0.5,0.7853981633974484
K19976,mntB,Transport/Homeostasis,Tier 2,0.3065316853443602,buchananella,1,2,0.5,0.7853981633974484
K02016,,,,,bacteroides_e,4,4,0.9999,1.5607961601207307
K02006,,,,,biomaibacter,2,2,0.9999,1.5607961601207307
K08365,,,,,marinobacterium,4,16,0.25,0.5235987755982989
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,traorella,1,2,0.5,0.7853981633974484
K19973,,,,,b1sed10-174,1,2,0.5,0.7853981633974484
K02015,,,,,desulfuromonas,4,5,0.8,1.1071487177940904
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,xanthomonas,6,122,0.04918032786885246,0.22362558612938377
K03638,,,,,chitinimonas,1,2,0.5,0.7853981633974484
K10834,,,,,caikmd01,2,8,0.25,0.5235987755982989
